index,equity
1289,10900.722458056734
1290,10900.722458056734
1291,10900.722458056734
1292,10900.722458056734
1293,10900.722458056734
1294,10900.722458056734
1295,10900.722458056734
1296,10900.722458056734
1297,10900.722458056734
1298,10900.722458056734
1299,10900.722458056734
1300,10900.722458056734
1301,10900.722458056734
1302,10900.722458056734
1303,10900.722458056734
1304,10900.722458056734
1305,10900.722458056734
1306,10900.722458056734
1307,10900.722458056734
1308,10900.722458056734
1309,10900.722458056734
1310,10900.722458056734
1311,10900.722458056734
1312,10900.722458056734
1313,10900.722458056734
1314,10900.722458056734
1315,10900.722458056734
1316,10900.722458056734
1317,10900.722458056734
1318,10900.722458056734
1319,10900.722458056734
1320,10900.722458056734
1321,10900.722458056734
1322,10900.722458056734
1323,10900.722458056734
1324,10900.722458056734
1325,10900.722458056734
1326,10900.722458056734
1327,10900.722458056734
1328,10900.722458056734
1329,10900.722458056734
1330,10900.722458056734
1331,10900.722458056734
1332,10900.722458056734
1333,10900.722458056734
1334,10900.722458056734
1335,10900.722458056734
1336,10900.722458056734
1337,10900.722458056734
1338,10900.722458056734
1339,10900.722458056734
1340,10900.722458056734
1341,10900.722458056734
1342,10900.722458056734
1343,10900.722458056734
1344,10900.722458056734
1345,10900.722458056734
1346,10900.722458056734
1347,10900.722458056734
1348,10900.722458056734
1349,10751.826996762165
1350,10751.826996762165
1351,10751.826996762165
1352,10751.826996762165
1353,10751.826996762165
1354,10751.826996762165
1355,10751.826996762165
1356,10751.826996762165
1357,10751.826996762165
1358,10751.826996762165
1359,10751.826996762165
1360,10751.826996762165
1361,10751.826996762165
1362,10751.826996762165
1363,10751.826996762165
1364,10751.826996762165
1365,10795.397950855064
1366,10795.397950855064
1367,10795.397950855064
1368,10795.397950855064
1369,10795.397950855064
1370,10795.397950855064
1371,10795.397950855064
1372,10795.397950855064
1373,10795.397950855064
1374,10795.397950855064
1375,10795.397950855064
1376,10795.397950855064
1377,10795.397950855064
1378,10795.397950855064
1379,10795.397950855064
